text,reason,label
"on android mobile, zoom meeting can not record with video & audio.",want to record video,1
i can never participate in our church's conference call bible study or morning service.,want to participate in morning service,1
i cannot copy paste chat.,want to copy paste chat,1
always glitching many bugs volume i can not control status bar is getting stuck many problems,want to control status bar,1
you can not go multitasking without switching your video,want to multitask without switching video,1
nice aap but no vertual background for mobiles and unable to login,want to login and unable to get virtual background option,1
but i can not pick profile.,want to select profile,1
there are no virtual backgrounds or studio effects in android devices.,no virtual background in android,1
bad experience does not connect if gets connected no voice,want to connect to voice,1
have to restart my device everytime,want to restart device,1
you cannot interact with the app after exiting split screen mode.,want to interact with the app after exiting split screen mode,1
sometimes it says can not connect to the server ..,want to connect to server,1
i can not joining the meeting using phone.,want to join meeting using phone,1
i enjoy using zoom for my recovery based meetings and individual meetings with other family members that i have not seen for a long time,use zoom for recovery based meetings,1
but there is no option of making quality good or bad,no option of making quality good or bad,1
the zoom app always dissapear when ever i run it in background.,zoom app is not working in background,1
it does not support much 3g network,want to use 3g network,1
it is very useful to children's in lock down time,good for children in lockdown time,1
it is perfect but the in-app auto rotation sucks!,auto rotation is bad,1
your service is very bad because zoom app is not installed,zoom application is not installed,1
great way to video chat family and friends when you do not have facebook messenger or an iphone for facetime.,good for video conversations,1
very reliable means of face to face communication,good for face to face communication,1
i love zoom and for real zoom help you every time when you are home school,good for zoom,1
their is no option to change the id,want to change id,1
I am always pushed out of a meeting and this app always needs constant upgrade which eats my data way too much,getting pushed out of meeting and updates are too frequent,1
i can not join my big webinar.because more issues.i hate this app,want to join webinar,1
very bad we can not change background view,want to change background view,1
zoom is the best app for chating with friends and zoom is very good during corana it rlly helps to connect and chat with the people who you can not vist or they can not vist,zoom is good for chating with friends,1
wonderful to still connect to our love ones despite the covid 19,good for meeting loved ones,1
always emoji package is downloading and emoji package is consuming a lot of data.,emoji package is costing a lot of data,1
can not use video filter and studio effects,want to use studio effects,1
internet connection is not working when i open this app for a meeting .,internet connection is not working,1
but i problem is the video cannot be paused betwwn the clases,want to pause video,1
but i could not find the profile photo to be clicked.,want to find profile picture,1
you also try this please add some new features background wallpaper features like,want to add background wallpaper features,1
please enable virtual background in redmi note 9 as a host and participant and then i am giving 5 star for this app,enable virtual background in redmi note 9,1
"great app for remote conferences and meetings, never any glitches or issues!",good for remote conferences,1
please auto connect a vpn while using this app.,auto connect vpn while using app,1
in my mobile zoom meeting not working in jio sim,mobile zoom meeting is not working in jio sim,1
no backgrounds for tabs waste but good for classes,no backgrounds for tabs,1
very very trash app do not install it.,unable to install trash app,1
i can not join my meetings with my vodafoneidea sim mobile data why??,want to join meeting while using mobile data,1
can not go in waiting room..,want to enter waiting room,1
does not support android tablet nor iphone tablet,android version is not supported,1
very good app and easy to use kids cloud meating,easy to use for kids,1
i can not open background,want to open virtual background,1
"my volume button do not able to silent my phone, what a bad app",want to mute phone,1
"evening not able to join,device.",want to join,1
the app automatically stops updating after getting to a 93%,app stops updating after getting to a 93%,1
the mobile app is good but windows is totally bad.,windows app is bad,1
i am not able to join with my data.,want to login with data,1
but when i open zoom speed becomes 20kb ps.,zoom speed becomes 20kb ps,1
please enable photo effects options for android mobiles too,want photo effects for android mobiles,1
could not figure out how to start a session,want to start a session,1
your english translation (live transcripts) when enabled are not accurate at all.,english translation is not correct,1
"it is speaker is also not working properly, even though my mobile is perfectly fine.",speaker is not working properly,1
because virtual baground is not working properly,virtual baground is not working,1
you need to improve in connectivity in gmails,want to improve connectivity in gmails,1
plss zoom community fix the bug i can not even attend my lectures,want to attend lectures,1
i cannot attend zoom meetings by 10 days,want to attend zoom meetings,1
and i can not get to open the team game meeting in my tablet.,want to open team meeting,1
"i can not get full screen view for video meetings on android , what??",want to view video meetings on android,1
3rd class app no option of update is there,want to update,1
but now it dosnt login to a meeting even after 5mins beacause of that,want to login to meeting,1
i have missed two meetings and it has onemore problem that there is no option to increase the volume of the audio.,want to increase audio,1
i figured out how to replace my avatar with a picture when my video is off,want to replace avatar with picture when video is off,1
worst app. can not take email,want to use email,1
very baad quality of voice,good quality of voice,1
i tried more than 10 times to download but it is not getting downloaded and it is showing that can not download zoom .,want to download zoom app,1
it can not connect even with high speed net,want to connect to high speed net,1
"the worst video calling app, lags badly everytime share screening, even with a powerful machine, any other application opened in the background that app starrs lagging badly.",video calling app is bad,1
i can not change the background in my model class,want to change background in model class,1
it is good but only for pcs and laptops,good for pcs and laptop,1
"worst app ever used for meeting and online classes, whenever i join class or go on other app while zoom class zoom class gets disconnected and shows error",zoom class is disconnected and shows error,1
consistently & pleasantly surprised by the consistent improvement of zoom for users.,improve zoom for users,1
unfortunately you can not download files shared in chat room.,want to download files,1
"please my play store is not updating app any longer, please help",unable to update playstore,1
my app server goes down when i try to join my class.,app server goes down when trying to join class,1
video quality has improved significantly.,video quality has improved significantly,1
can not pin any vdo on my top screen .,want to pin vdo on top screen,1
it is very much helpful but i cannot record the meeting from smart phone .,want to record meeting from smart phone,1
the app gets crashed again and again whenever i am taking an online class..,app crashes while taking online class,1
crashes 50 times in a minute,crashes 50 times in a minute,1
"glitches, polls freeze or do not work.",polls freeze or do not work,1
can not sign in to company domain anymore after update,want to login to company domain,1
i think this app must be modified the camera quality because it is camera quality is literally worse in my opinion,want to modify camera quality,1
good for business promotional,good for business promotions,1
this is not a best because i can not sign up in the zoom app isliye main ise 2,want to sign up for zoom,1
could be a little clearer voice control,want better voice control,1
very hard to get in touch with customer support.,want to communicate with customer support,1
layout for android tablet is very bad.,layout for android tablet is bad,1
this is amazing but try to keep the mic off when we log on to the meeting,keep the mic off when logging in,1
good platform to connects the world.,good for global communication,1
good one for online business.,good for online business,1
"please add filters, background and effects as google meet did in android","want to add filters, background and effects",1
i even could not add my phone number.,want to add phone number,1
why nowadays there is background voice issue ?,background voice issue,1
please zoom developers give the option of filters to all android and ios mobiles .,want to add filters to all android and ios mobiles,1
today's my meeting but unfortunately my audio missing,audio missing from meeting,1
i do not know why video sy going but voice is totally mute why thi happened with me,voice is mute,1
unable to enjoy a conversation without a second line to hear other people.,want to have a conversation without a second line,1
"tablet support: i use a lenovo xiaoxin pad pro with sd730g proc, the virtual background option is unavailable, and the app just treats the 11"" screen as an oversized phone screen which does not make efficient use of the screen real estate to allow chat to be displayed alongside the video feeds.",want to get virtual background option and unable to view chat with video feeds,1
file/attachment sharing in chat unavailable under android,want to share files in chat,1
"mediocre app, dumbed down video meetings for the masses with clumsy interface, significant lack of features and expensive for anything above the really crude basic entry level.",app has bad interface,1
because of this you can not hear the voice.,want to hear voice,1
yes pls put backgrounds in android devices like mobiles and phones it would be a great help beacuse most of the people do not have laptops and,want to put backgrounds in android devices,1
this app does not have service support,app does not have service,1
switch from laptop to phone without logging out,switch from laptop to phone without logging out,1
but need a little bit improv like adding moveable background and other.,want to add moveable background,1
very bad highly data usage,data usage is bad,1
my hair was very thick with the skin peeling my skin and the hair and the skin,hair is very thick,1
disappointing even makes me unable to go to college!,want to go to college,1
"please add options in recorded videos like playback speed, forward and backward, preview etc.",want to add options in recorded videos,1
screen sharing quality is the best in the industry,screen sharing quality is good,1
"nice app,but voice satting problem in this aap .",voice is not working,1
zoom emoji package starts downloading during meeting suddenly and voice quality suffers,zoom emoji package starts downloading during meeting,1
we can not share/play the video in the app otherwise it would be the best,want to play video in app,1
"can not use zoom app in android tv, please devlope it for android tv",want to use zoom app on android tv,1
can not control the iris with a samsung tablet,want to control iris with samsung tablet,1
can not use the artificial background feature!,want to use artificial background feature,1
"please fix the audio ,not working during classes unable to unmute",want to unmute audio,1
this app is not working properly in vertual background in some android phone.,app is not working properly in virtual background,1
very bad quality of system and i gave only one star because to improve the quality of this aap..,poor quality of system,1
i did not find face filters,want to find face filters,1
"that one prevents me from using headphones in meetings, or render she app unusable at all, forcing me to use my laptop instead.",want to use headphones in meetings,1
brilliant group meating app.,good for group meeting,1
i can not launch zoom directly by taping to a link on my device.,want to launch zoom without taping to a link,1
net work quality is very bad,net work quality is bad,1
it is good but you need to improve it and add some more options like photo sharing,want to improve photo sharing,1
can not we delete our charts in meeting,want to delete charts,1
why am i not able to receive videos shared to me?,want to receive video,1
my phone kept crashing!!,phone keeps crashing,1
in all mobile not support vertual effects,want to use vertual effects,1
but i can not join my imported class,want to join imported class,1
unable to use the chat background in both my tab and mobile and its really bugging me as i have changed the device 2 times.. need an immediate solution,want to use chat background,1
how do i setup a new group for a meeting?,want to setup a new group,1
the best app in live streaming!,good for live streaming,1
when connecting through bluetooth it takes time for the conversation to travel,connecting through bluetooth is time consuming,1
sign in and sign process is very delay,sign in and signout process is time consuming,1
please add new feauters in this app.,want to add feauters,1
my zoom dp can not change so anything folt in this aap,zoom dp is not changing,1
but we cannot add a people on chat list using phone number,want to add people on chat list using phone number,1
needs more personalization options.,want personalization options,1
"a good application for a private study group, important meeting with people at a far distance",good for private study,1
this app is very easy to log in for kids my daughter like this app,easy to login for kids,1
online classes are very bad.,online classes are bad,1
updating app gone wrong.,updating app gone wrong,1
can not join anyone elses chats,want to chat,1
immense for the interactions,good for interactions,1
this app is not able to get me a new card,want to get card,1
but today zoom cloud is nothing support properly so i am rating 2 ..,zoom cloud is not supported properly,1
my about 180mb and virtual background is not available in octacore processor.,virtual background is not available in octacore processor,1
good but has complex interface.,user interface is complex,1
this app is only worst my time class automatic disconnect,app is bad for time management,1
toh bad app is disconnecting mic calls and chat my network and all thing is correct but disconnecting why please improve it,disconnecting mic calls is not working,1
easy to open and start my class quickly.,easy to open and start,1
a have to delete all my apps to install this,want to delete apps,1
can not restore the information,want to recover data,1
and i can not make individual participant boxes large.,want to make individual participant boxes large,1
[?]this problem is okay now but can not record audio while screen recording,want to record audio while screen recording,1
perfect for educational purposes only. .,educational uses only,1
apple phones have some options (like the background option) that android does not have.,apple phone has background option,1
will not connect to my outlook contact addresses which is a pain.,want to connect to outlook email,1
browser access does not work with chrome on android,browser access does not work with chrome on android,1
"i do not know why, but the sound is disabled by default, you have to go to the settings to activate it for the first time",sound is disabled by default,1
the app starts downloading again plus it is too heavy,app starts downloading again,1
does not work with android auto.,android auto does not work,1
"very good app, but after the last update it shows a white line on the left of the screen",app shows a white line on the left of the screen,1
can not join a meeting from a tablet even after today's update,want to join a meeting from tablet,1
it progress at the service of our professional and personal projects,good for personal and professional projects,1
very practical for seeing your loved ones,good for visiting loved ones,1
unfortunately there is no possibility to share a video with sound!,want to share video with sound,1
a real mess impossible to delete this account,want to delete account,1
no button to possibly adjust it.,want to adjust button,1
i hear that my zoom has closed unexpectedly.,zoom is closed unexpectedly,1
"thanks for this good application, however i suggest integrating voice calls and chat",want to integrate voice calls and chat,1
very good application and very practical for monitoring remote meetings,good for monitoring remote meetings,1
unable to unlock the little camera icon at the bottom of the screen.,want to unlock camera icon,1
it is been 2 weeks since i can not reinstall my zoom.,want to reinstall zoom,1
registration was very complicated for me,registration process is complicated,1
you can not set the volume to 0.,want to set volume to 0,1
"when i want to change the volume, the system bar changes without affecting zoom.",system bar changes without affecting zoom,1
file transfer in chat is unfortunately not possible.,file transfer in chat is not possible,1
"mega nice app, unfortunately there is a malfunction from time to time because the network is completely overloaded.",network is overloaded,1
the constant download of emoji packages interrupts the connection.,downloading emoji packages interrupts the connection,1
i have not found a setting where these can be turned off and therefore uninstalled the app,uninstalled the app,1
the handling for the various screen presets is not optimal,screen presets are not optimal,1
good reception and good image quality,good reception and good image quality,1
"very good connection, very good linguistic quality.",good language quality,1
"in addition, the chat behaves differently than in the desktop app. :-/",chat behaves differently than desktop app,1
no sound is possible without switching on the microphone.,want to hear audio without switching on microphone,1
the most unliked app for teachers,app is bad for teachers,1
"1.why is it not possible to record a zoom without seeing the participants, but in live you can see them (it also interferes with the presentation)",want to record zoom without seeing the participants,1
quite help me in tasks and other,good for task management,1
please the storage capacity is not too large,storage capacity is not too large,1
"it quickly falls into idle, the greek language is absent.",greek language is absent,1
it helps only improve the quality lgii.,improve quality of lgii,1
cloud zoom apps are very helpful when it comes to youdating to follow remote programs.,cloud zoom apps are good when it comes to following remote programs,1
files are too big,files are too big,1
i got an unavailable version of its background replacement feature,want to use background replacement feature,1
can not change change the image,want to change image,1
though the storage space is not full?,storage space is not full,1
create a dodol zoom,create dodol zoom,1
very good for remote virtual activities,good for remote virtual activities,1
"can not install, whereas sy again need bgt for school instead can not install",want to install bgt,1
difficult can not get old download,difficult to download,1
"for the following updates please add feature to create breakroom, and baground video dg using photo and video on all hp android, without using high specifications.",want to create breakroom video using photo and video,1
very helpful in conveying material,good for conveying material,1
this app is great for playing with friends *#),app is good for playing with friends,1
why now activate the original sound without being filtered can not be loud yes party zoom?,want to hear audio without filtering,1
"exits the update, and it does not install.",want to install update,1
the many tasks allow you to manage the rooms in an orderly manner.,good for organising rooms,1
on lenovo p11 pro android tablet it is impossible to start the web cam.,want to start web cam,1
"game impossible to complete, lagga everything and after finishing all the missions (impossible)",want to complete all the missions,1
"bad sound despite ""fiber"" connection",sound quality is poor despite fiber connection,1
since then i can not get the computer to work anymore.,want to use computer,1
great visual and audio connection,good audio and video connection,1
"since the quality cannot be selected according to the line, it is not possible to fully participate in the meeting when the radio wave is bad.",want to participate in meeting when radio wave is bad,1
i do not know why i can not choose image quality or something.,want to choose image quality,1
i could not uninstall the headphones and i had to see it so bad on wozap,want to uninstall headphones,1
"also, the sound of recording in progress is loud, and it suddenly makes a sound when recording starts, so it is very noisy and frustrating.",sound of recording is loud,1
the mobile version does not allow me to receive document format files.,mobile version does not allow document format files,1
i am having trouble viewing multiple screens after the upgrade.,want to view multiple screens after upgrade,1
"i can not delete a virtual background photo, how do i do it?",want to delete virtual background,1
"when the host is watching a screen-shared video, when entering the gallery view from the mobile version, it is inconvenient to hear the sound of the shared video.",want to hear audio of shared video,1
passwords are hard for kids to hit,passwords are hard for kids to hit,1
"I am using it for a fee, but it is not worth the money, but the sound is too loud",sound is too loud,1
"other video conferencing breaks too well ~, but the zoom has good image quality and does not break",video conferencing breaks too well,1
"it is good, but I am taking lessons well, but i can not log in and sign up for membership.",want to log in and sign up for membership,1
it is easy to use without having to memorize how to use kuji.,easy to use without having to memorize kuji,1
"the app version is the latest version, but the virtual background tab is missing.",virtual background tab is missing,1
"sharing videos sometimes hangs up, but it is easier and easier to use than you think",sharing videos is easy to use,1
it is a conference room without a password.,conference room without password,1
I am sorry i can not make zumbang.,want to make zumbang,1
i can not make a room even though I have done my birth month and year.,want to create a room,1
and i do not know how to navigate the app.,want to navigate the app,1
tragic impossible to enter the meeting all the time crashes and the miccophone is not functioning despite buying a new,miccophone is not functioning despite buying a new one,1
very useful when dealing with people.,good for managing people,1
why can not you hear me without headphones during a conference,want to hear audio without headphones,1
"forever crashes, the phone runs out of battery quickly, there are always some problems with the sound and picture quality, it also does not always send messages in the chat",phone runs out of battery,1
great for meetings and online yoga classes.,good for yoga,1
i think i need to specialize in computer science and parallel to english.,want to specialize in computer science,1
"absolutely slurred application, in the interface of which the devil will break a leg",app has slurred interface,1
the application does not support the ukrainian language.,want to use ukrainian language,1
apps are disgusting to spend bagasse charging on the phone,app is bad for charging,1
the link could not be written.,want to write link,1
"add the function please lock the microphone, not just mute.",want to lock the microphone,1
"in this situation, it is not possible to pay for a subscription in russia!",want to get subscription in russia,1
"now i have a zoom lesson, and it will not load",want to load zoom video,1
dear developers please add masks to phones,want to add masks to phones,1
you can not open a meeting without updating the app.,want to open a meeting without update the app,1
"you can not completely remove the conference sound, sometimes it is very disturbing,",want to remove conference sound,1
"conferences crash every minute, sound does not work (checked all settings).",sound does not work when connecting to a conference,1
"every time the app is updated, the account is deleted!",account is deleted,1
"after the outbreak of the war, you can not connect from any gadget.",want to connect to device,1
"in general, the application is normal only it is very difficult to enter the system and sometimes lags",app is difficult to enter,1
"it hangs terribly, the phone discharges very quickly and overheats in a couple of minutes!",battery cosnumption is high and app freezes,1
"it is a pity, i do not understand why western ukraine was blocked.",want to access western ukraine,1
"trying to create a conference, the function is not available you just have to join.",want to create conferences,1
"no toolbar on screen, no default sound, dumb prog, ran wild",want to use default sound,1
"the new window cannot be removed when the application is minimized, it always knocks back to the conference",want to remove window when the application is minimized,1
"""login error"" and as i understand it, no one is going to fix the error.",login error is not fixed,1
you can not turn on the phone,want to turn on the phone,1
no settings and reinstallations did not help.,resetting did not work,1
constant crashes and problems,accidents and problems,1
"when notifications are received on the phone, the conference is interrupted.",notifications are received on the phone,1
"i can not change the avatar, I have already reinstalled it and went in another way, i can not change the avatar in any way, i chose the photo and clicked save and not what.",want to change avatar,1
why can not i sign up for the program!,want to sign up for the program,1
"the application fu, we learn from it and the emoticons are not beautiful there",emoticons are not beautiful,1
there are not easy way to unsubscribe from zoom.,want to unsubscribe from zoom,1
"when entering a conference or moving to the session hall, 24mb zoom emojis are downloaded all the time.",24mb zoom emojis are downloaded all the time,1
the phone runs out quickly even when it was 100% charge.,phone runs out quickly even after 100% charge,1
"stupid, the interface is not clear!!",interface is not clear,1
"good quality of conferences, and a pleasant experience from the application",good quality of conferences,1
i could not find any options to test my audio.,want to test audio,1
the sound connection is poorly done (you need to use headphones and then on the inscription,sound connection is poor,1
"and today, students from the donetsk region could not connect.",want to connect students,1
the application does not work i copy the link and paste connect to the lesson and an error will appear,want to copy link and paste link,1
a wonderful application that helps you out when communicating with friends from different countries.,good for communication with people in other countries,1
"when you do screen sharing, it constantly throws out of zoom.",screen sharing is not zoom friendly,1
sound does not work at all.,sound does not work at all,1
a terrible application with disgusting controls.,app has bad controls,1
communication was constantly interrupted,communication was constantly interrupted,1
"i appeal to the guys, the testers, tell me, well, is it really impossible to mark the sound on in the settings.",want to mark sound on settings,1
the application is as incomprehensible as possible and not comfortable for work.,app is bad for work,1
i can not put a photo on my avatar,want to put photo on avatar,1
nihuevo transfer all user data to the tsar?,want to transfer user data to tsar,1
"a terrible application, every time you go through your phone you have to puzzle over how to turn on the sound, and the video quality is terrible, it is very difficult to register in general, there are a lot of disadvantages",want to register and facing audio and video quality issues,1
"everything hangs up, i can not go to the conference, but this conference itself is crashing.",conference is crashing,1
zoom is not convenient to do lessons in the distance vatsap better than zoom there,zoom is not convenient,1
does not accept access code!,want to access code,1
you could not have standard settings install?,want to install standard settings,1
very good application developers please turn on the sound when you log in from the phone,app developers need to turn on sound when logging in,1
"zoom lags terribly, there are frequent crashes, not only for me, but also for my classmates.",zoom lags terribly,1
we have a good remote control app and i use it for school.,good remote control app,1
"3 stars, because the camera cannot be turned on separately from the microphone",camera cannot be turned on separately from microphone,1
password cannot be recovered,password cannot be recovered,1
"""wrong conference code"", although everything goes well for everyone",getting wrong conference code,1
this is how i pass exams if this app distorts the sound and picture so much.,app distorts sound and picture,1
the sound of the rules can not be,sound of the rules cannot be heard,1
it is impossible to work from the computer due to sound problems.,want to work from computer,1
translation from english to russian is zero.,translation from russian to english is zero,1
the application is unstable on tablets.,app is unstable on tablets,1
specific problems: - the transition from the vertical axis to the horizontal axis disables the application,transition from vertical axis to horizontal axis disables the application,1
"(it goes off the air or completely throws it out of the application) - the screen splitting does not work correctly, so it is impossible to connect sound operation with the application is carried out on a samsung tab s7 tablet with keyboard connection support.",screen splitting does not work correctly,1
can not register for 3 devices,want to register for 3 devices,1
i have not even tried the application but the regestration just freezes out why do so many items,regestration freezes out,1
"moreover, since november, i can not confirm my account because i do not receive messages.",want to confirm account,1
", now i can not let people in, they log in without permission.",want to login without consent,1
"internet loads badly, for a long time",internet loads badly,1
"for example, the ability to include background music/sounds to create a conference atmosphere.",ability to add background music,1
"*the card automatically withdraws money, do not connect to a professional plan or business",card is not connected to professional plan,1
why could not i do a device check??,want to do device check,1
i can not even hold a fight,want to hold a fight,1
does not swing even if there is 1gb of space,does not swing even if there is 1gb of space,1
"the app for school is good, only the quality of the video conference is bad and+there",video conference is bad,1
it does not download memory crawled internet 4g,want to download memory,1
internet lags when there is a conference,internet lags when there is a conference,1
"i can not get through the registry, what is the glitch?",want to access registry,1
please correct when you turn on orientation lock the function does not work:please fix when you turn on orientation lock the function,want to turn on orientation lock,1
"it is impossible to remove the background on the phone, but on the pc what is possible!?",want to remove background,1
"after the conference, the phone restarts automatically and lags very much, even though i have a very good phone.",phone restarts automatically,1
why can not i check in with my daughter will be remote and will be held in zoom correct,want to check in with daughter,1
the test mode does not work.,test mode does not work,1
the communication quality is poor 3.,poor quality of communication,1
the app crashes every 10 minutes.,app crashes every 10 minutes,1
"several times i tried to enter the conference link, does not give, gives an error, i had to turn on the pc to go in.",want to enter conference link,1
"the sound is rattling, and echo sometimes happens.",sound is rattling,1
the app is normal but i often crash remotely,app crashes remotely,1
the names of the group members change places.,group members change places,1
not suitable for distance learning,not suitable for distance learning,1
"because of this app, i can not communicate with people properly",want to communicate with people,1
", i do not like watching the black screen""",do not like the black screen,1
i can not register tomorrow online lessons what to do?,want to register for online lessons,1
i can not talk to my team while I am working.,want to communicate with team members,1
the app scores are getting lower and lower.,app scores are getting lower,1
the settings are not displayed on the screen.,settings are not displayed on the screen,1
"the android version is not the same, it requires an update when the latest one is downloaded!",android version is not the same,1
the default settings are terrible.,default settings are bad,1
why is it impossible to split the screen into two parts when working in zoom?,want to split screen into two parts when working in zoom,1
how do i switch to paid content?,want to switch to paid content,1
", i entered it, the code did not pass and it is not correct.",code did not pass,1
it is a pity that you can not change and delete your sms in the chat,want to delete sms,1
"it is inconvenient that it is impossible to share the scheduled zoom conference in messengers telegram, whatsapp, etc.",want to share zoom conferences,1
terrible application management can not go to the lesson,app management is bad,1
"writes the code is wrong, it is impossible to register",code is wrong,1
very bad image quality is very dull.,poor image quality,1
"everything lags, it is impossible to enter the system",want to enter the system,1
"uploading similar nothing shows just a black screen, and it is gross.",uploading video shows black screen,1
"i was leaving it and when i entered the chat again, the text i wrote 5 seconds ago was completely deleted and it repeated 3 times, it is very annoying.",text is deleted,1
hangs and crashes when trying to start a conference,want to start a conference,1
can not suck can not create regestration they say at the moment registration is not available,want to create regestration,1
"a connection error crashes, throws it out of the application.",connection error crashes,1
"another ""brilliant"" development of russian programmers so that both students and teachers break their brains as if everything worked for everyone",russian programmers are good,1
specified the real age writes that you can not enter the zoom game some kind of come up with and not a peeling,want to enter a game,1
the quality is just terrible cliffs permanent!,poor quality of cliffs,1
- android does not have the ability to create and open session rooms - on android (even with a large tablet screen) there is no way to open the participants window in parallel.,android does not have the ability to create and open session rooms,1
"please help, horizontal and vertical stripes appeared on the computer, they remain after the reboot, i do not know how to remove, there is nothing in the settings",want to remove horizontal and vertical stripes,1
i can not activate the system,want to activate system,1
sound does not work on xiomi 10.,sound does not work on xiomi 10,1
a poor application is not able to update the status after purchasing on a laptop.,want to update status after purchasing a laptop,1
"it is also convenient to organize meetings over long distances, no one needs to go anywhere, and this in turn saves a lot of time and effort on the way and preparation.",good for organising long distance meetings,1
"through the phone, the application is silent (uninstalling the application and downloading and a new installation did not fix anything).",uninstalling the application did not fix anything,1
but i never found the microphone button.,want to find microphone button,1
the program constantly crashes when the internet is stable.,app crashes when the internet is stable,1
"i lost access to my organizer account, the pro plan.",lost access to organizer account,1
accidentally disabled email authentication in the settings.,accidentally disabled email authentication in the settings,1
it is impossible to synchronize.,want to synchronize,1
the sound in the wireless headphones falls off intermittently for 1-2 minutes.,sound in wireless headphones is off intermittently,1
i can not find my saved broadcasts.,want to find saved broadcasts,1
i just did not let me connect from the android.,want to connect from android,1
"so far, we have not added the ability to log in using qr code, as a result, one laptop and five different accounts, there is no quick change of account",want to login using qr code,1
"unclear encryption systems, etc.",unclear encryption system,1
i can not go through facebook and everything was fine before,want to connect to facebook,1
i can not install the russian version,want to install russian version,1
but i can not register as a student,want to register as a student,1
the mail does not work for them.,want to receive mail,1
you can not log in to your google account without a browser,want to login without browser,1
i can not get into the chat room many times,want to access chat room,1
"bad software, bad web service.",web app is bad,1
he needs to improve on high-end equipment,want to improve on high-end equipment,1
i do not know how to meet google if you can.,unable to meet google,1
"since i updated, i can not enter some links.",want to enter links,1
"i can not put emojis from my cell, that is the only detail",want to put emojis on cell,1
"hello, i would like you to put wallpaper for cell phone because mett already did it xd",want to put wallpaper for cell phone,1
it is a good app for korean lessons,good for korean lessons,1
i need it to be faster to download the application x procedures that i have to do,want the app to be faster,1
will not let me connect my tablet's camera,want to connect to camera,1
"until today the app has worked very well, the image quality is very good.",app has good image quality,1
10/10 can i have my classes with my teacher and good quality,good quality of education,1
"passwords are saved on the device, i do not need to be putting the password every time and much less updating.",passwords are saved on the device,1
band does anyone know why when i share screen it tells me that i can not share video while I am on call?,want to share video while on call,1
zoom freezes the image and sounds that cannot be seen and heard at unexpected times.,zoom freezes the image and sounds,1
but i would like it to lower its memory at least up to 50% of memory since it is time to uninstall apps that may be needed,want to reduce memory,1
no to animal abuse stop putting tasks,want to stop animal abuse,1
missing information is unfriendly,missing information is bad,1
I am not allowed to edit the video of the fraction,want to edit video,1
i can not log in from direct link,want to login from direct link,1
"on android cell phone, apparently you can not make rooms for small groups, the option does not appear",want to make rooms for small groups,1
it has significantly improved the quality of transmission and communication,improve the quality of communication,1
"i can not connect the audio to the smart tv when i sync my phone with it, i wish they could do something about it",want to connect audio to smart tv,1
i do not recommend the application can not download takes up a lot of space and a lot of data,data and memory consumption is high,1
i do not like that i do not have the option to hide my camera just for myself not for other users on call,want to hide camera,1
very poor organization of functions.,poor organization of functions,1
i have a problem could not enter with my email already go into help and services zoom,want to enter email,1
i could not get in and register for a eucharist at,want to register for eucharist,1
i can not listen to the conference i can not listen to the conference,want to listen to the conference,1
what a disgusting application makes us pass classes,app makes us pass classes,1
the connection is permanently cut off.,connection is permanently cut off,1
a great tool to connect and share with groups,good for sharing with groups,1
"very bad the characters are very idiotic, their story mode is the worst",story mode is bad,1
i need to listen in the spanish language thanks,want spanish language support,1
the page does not open,want to open page,1
excellent on my table.,good for table management,1
bad graphics from mrd,bad graphics from mrd,1
"i can not use the exclusive skins because of how expensive it is, i prefer the pou",want to use exclusive skins,1
very good only that it does not connect sound to the bugles via bluetooth,want to connect sound to bugles via bluetooth,1
"i do not like that you can not copy and paste the password from text, on the computer; it does not allow you to paste it",want to copy and paste password,1
he will not let me put funds on my cell phone,want to put money on cell phone,1
how can i install whatsapp,want to install whatsapp,1
the truth is this application has very bad graphics i expected more from this brand,app has bad graphics,1
but it does not what a disappointing app which version has virtual backgrounds?,app has virtual backgrounds,1
"everything ok, out of ten, this app is necessary, for online tasks.",good for online tasks,1
x please menurge this application and the installation does not work for me,installation error occurs,1
screen rotation should not be automatic,screen rotation should not be automatic,1
the desktop version is lousy!,desktop version is bad,1
what i did not like is the mobile audio was not heard in my meeting,mobile audio was not heard in meeting,1
"very good, contains emoji filters and backgrounds",good for emoji filters,1
it is great how i create a page for a meeting room,good for creating a meeting room,1
"okay, but i wish you could put a button that lowers all the participants' hands at once when you host on the computer.",want to make a button that lowers all the participants' hands at once,1
but they have to improve the mobile and tablet app a lot.,mobile and tablet app needs improvement,1
it does not allow creating groups section among other actions.,want to create groups,1
"i like it is great and very easy to handle, both for adults and children.",easy to handle,1
what kind of stupid app does not let you record the audio when you are not the host?,want to record audio when not the host,1
"i really like the function of switching the session between devices, sometimes i enter from my cell phone and change it to the laptop or vice versa.",switching the session between devices,1
i can not access it from my tablet,want to access tablet,1
and how are the camera features set up?,want to setup camera,1
"terrible application, contains audio and sound errors, installation errors, hides the functions.",app has audio and sound errors,1
the application throws me out of my class every now and then,app throws me out of class,1
"the mobile version is a bit limited, or maybe i did not find where to set up the virtual background.",mobile version is limited,1
ta good the app to talk to friends long distance,good for long distance communication,1
and i can not download from google because it can be risky.,want to download from google,1
"what ridiculousness, not being able to enter a meeting because of a pack of emojis.",want to enter a meeting with emojis,1
"just to mention, that the sounds of the voices are delayed.",sound quality is delayed,1
you can not put filters only on computers something that seems unfair to me :(,want to put filters on computers,1
